,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
574,"['Frisk', 'Competitive', 'Shadow Tag']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,45,5120,70,390,100,Manipulate Pokémon,70,1059860,0.7,60,Gothimiruゴチミル,Gothorita,24.6,575,75,85,55,psychic,,18.0,5,0,575.0,Gothorita,Psychic,,390.0,60.0,45.0,70.0,75.0,85.0,55.0,5.0,False
575,"['Frisk', 'Competitive', 'Shadow Tag']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55,5120,70,490,50,Astral Body Pokémon,95,1059860,1.5,70,Gothiruselleゴチルゼル,Gothitelle,24.6,576,95,110,65,psychic,,44.0,5,0,576.0,Gothitelle,Psychic,,490.0,70.0,55.0,95.0,95.0,110.0,65.0,5.0,False
576,"['Overcoat', 'Magic Guard', 'Regenerator']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30,5120,70,290,200,Cell Pokémon,40,1059860,0.3,45,Uniranユニラン,Solosis,50.0,577,105,50,20,psychic,,1.0,5,0,577.0,Solosis,Psychic,,290.0,45.0,30.0,40.0,105.0,50.0,20.0,5.0,False
577,"['Overcoat', 'Magic Guard', 'Regenerator']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,40,5120,70,370,100,Mitosis Pokémon,50,1059860,0.6,65,Doublanダブラン,Duosion,50.0,578,125,60,30,psychic,,8.0,5,0,578.0,Duosion,Psychic,,370.0,65.0,40.0,50.0,125.0,60.0,30.0,5.0,False
578,"['Overcoat', 'Magic Guard', 'Regenerator']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,65,5120,70,490,50,Multiplying Pokémon,75,1059860,1.0,110,Lanculusランクルス,Reuniclus,50.0,579,125,85,30,psychic,,20.1,5,0,579.0,Reuniclus,Psychic,,490.0,110.0,65.0,75.0,125.0,85.0,30.0,5.0,False
579,"['Keen Eye', 'Big Pecks', 'Hydration']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,44,5120,70,305,190,Water Bird Pokémon,50,1000000,0.5,62,Koaruhieコアルヒー,Ducklett,50.0,580,44,50,55,water,flying,5.5,5,0,580.0,Ducklett,Water,Flying,305.0,62.0,44.0,50.0,44.0,50.0,55.0,5.0,False
580,"['Keen Eye', 'Big Pecks', 'Hydration']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,87,5120,70,473,45,White Bird Pokémon,63,1000000,1.3,75,Swannaスワンナ,Swanna,50.0,581,87,63,98,water,flying,24.2,5,0,581.0,Swanna,Water,Flying,473.0,75.0,87.0,63.0,87.0,63.0,98.0,5.0,False
581,"['Ice Body', 'Snow Cloak', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,5120,70,305,255,Fresh Snow Pokémon,50,1250000,0.4,36,Vanipetiバニプッチ,Vanillite,50.0,582,65,60,44,ice,,5.7,5,0,582.0,Vanillite,Ice,,305.0,36.0,50.0,50.0,65.0,60.0,44.0,5.0,False
582,"['Ice Body', 'Snow Cloak', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,65,5120,70,395,120,Icy Snow Pokémon,65,1250000,1.1,51,Vanirichバニリッチ,Vanillish,50.0,583,80,75,59,ice,,41.0,5,0,583.0,Vanillish,Ice,,395.0,51.0,65.0,65.0,80.0,75.0,59.0,5.0,False
583,"['Ice Body', 'Snow Warning', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,95,5120,70,535,45,Snowstorm Pokémon,85,1250000,1.3,71,Baivanillaバイバニラ,Vanilluxe,50.0,584,110,95,79,ice,,57.5,5,0,584.0,Vanilluxe,Ice,,535.0,71.0,95.0,85.0,110.0,95.0,79.0,5.0,False
584,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,5120,70,335,190,Season Pokémon,50,1000000,0.6,60,Shikijikaシキジカ,Deerling,50.0,585,40,50,75,normal,grass,19.5,5,0,585.0,Deerling,Normal,Grass,335.0,60.0,60.0,50.0,40.0,50.0,75.0,5.0,False
585,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,5120,70,475,75,Season Pokémon,70,1000000,1.9,80,Mebukijikaメブキジカ,Sawsbuck,50.0,586,60,70,95,normal,grass,92.5,5,0,586.0,Sawsbuck,Normal,Grass,475.0,80.0,100.0,70.0,60.0,70.0,95.0,5.0,False
586,"['Static', 'Motor Drive']",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,75,5120,70,428,200,Sky Squirrel Pokémon,60,1000000,0.4,55,Emongaエモンガ,Emolga,50.0,587,75,60,103,electric,flying,5.0,5,0,587.0,Emolga,Electric,Flying,428.0,55.0,75.0,60.0,75.0,60.0,103.0,5.0,False
587,"['Swarm', 'Shed Skin', 'No Guard']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,75,3840,70,315,200,Clamping Pokémon,45,1000000,0.5,50,Kaburumoカブルモ,Karrablast,50.0,588,40,45,60,bug,,5.9,5,0,588.0,Karrablast,Bug,,315.0,50.0,75.0,45.0,40.0,45.0,60.0,5.0,False
588,"['Swarm', 'Shell Armor', 'Overcoat']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,135,3840,70,495,75,Cavalry Pokémon,105,1000000,1.0,70,Chevargoシュバルゴ,Escavalier,50.0,589,60,105,20,bug,steel,33.0,5,0,589.0,Escavalier,Bug,Steel,495.0,70.0,135.0,105.0,60.0,105.0,20.0,5.0,False
589,"['Effect Spore', 'Regenerator']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,55,5120,70,294,190,Mushroom Pokémon,45,1000000,0.2,69,Tamagetakeタマゲタケ,Foongus,50.0,590,55,55,15,grass,poison,1.0,5,0,590.0,Foongus,Grass,Poison,294.0,69.0,55.0,45.0,55.0,55.0,15.0,5.0,False
590,"['Effect Spore', 'Regenerator']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,85,5120,70,464,75,Mushroom Pokémon,70,1000000,0.6,114,Morobareruモロバレル,Amoonguss,50.0,591,85,80,30,grass,poison,10.5,5,0,591.0,Amoonguss,Grass,Poison,464.0,114.0,85.0,70.0,85.0,80.0,30.0,5.0,False
591,"['Water Absorb', 'Cursed Body', 'Damp']",0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,40,5120,70,335,190,Floating Pokémon,50,1000000,1.2,55,Pururillプルリル,Frillish,50.0,592,65,85,40,water,ghost,33.0,5,0,592.0,Frillish,Water,Ghost,335.0,55.0,40.0,50.0,65.0,85.0,40.0,5.0,False
592,"['Water Absorb', 'Cursed Body', 'Damp']",0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,60,5120,70,480,60,Floating Pokémon,70,1000000,2.2,100,Burungelブルンゲル,Jellicent,50.0,593,85,105,60,water,ghost,135.0,5,0,593.0,Jellicent,Water,Ghost,480.0,100.0,60.0,70.0,85.0,105.0,60.0,5.0,False
593,"['Healer', 'Hydration', 'Regenerator']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,10240,70,470,75,Caring Pokémon,80,800000,1.2,165,Mamanbouママンボウ,Alomomola,50.0,594,40,45,65,water,,31.6,5,0,594.0,Alomomola,Water,,470.0,165.0,75.0,80.0,40.0,45.0,65.0,5.0,False
594,"['Compoundeyes', 'Unnerve', 'Swarm']",1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,47,5120,70,319,190,Attaching Pokémon,50,1000000,0.1,50,Bachuruバチュル,Joltik,50.0,595,57,50,65,bug,electric,0.6,5,0,595.0,Joltik,Bug,Electric,319.0,50.0,47.0,50.0,57.0,50.0,65.0,5.0,False
595,"['Compoundeyes', 'Unnerve', 'Swarm']",1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,77,5120,70,472,75,EleSpider Pokémon,60,1000000,0.8,70,Dentulaデンチュラ,Galvantula,50.0,596,97,60,108,bug,electric,14.3,5,0,596.0,Galvantula,Bug,Electric,472.0,70.0,77.0,60.0,97.0,60.0,108.0,5.0,False
596,['Iron Barbs'],1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,50,5120,70,305,255,Thorn Seed Pokémon,91,1000000,0.6,44,Tesseedテッシード,Ferroseed,50.0,597,24,86,10,grass,steel,18.8,5,0,597.0,Ferroseed,Grass,Steel,305.0,44.0,50.0,91.0,24.0,86.0,10.0,5.0,False
597,"['Iron Barbs', 'Anticipation']",1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,94,5120,70,489,90,Thorn Pod Pokémon,131,1000000,1.0,74,Nutreyナットレイ,Ferrothorn,50.0,598,54,116,20,grass,steel,110.0,5,0,598.0,Ferrothorn,Grass,Steel,489.0,74.0,94.0,131.0,54.0,116.0,20.0,5.0,False
598,"['Plus', 'Minus', 'Clear Body']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,55,5120,70,300,130,Gear Pokémon,70,1059860,0.3,40,Giaruギアル,Klink,,599,45,60,30,steel,,21.0,5,0,599.0,Klink,Steel,,300.0,40.0,55.0,70.0,45.0,60.0,30.0,5.0,False
599,"['Plus', 'Minus', 'Clear Body']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,80,5120,70,440,60,Gear Pokémon,95,1059860,0.6,60,Gigiaruギギアル,Klang,,600,70,85,50,steel,,51.0,5,0,600.0,Klang,Steel,,440.0,60.0,80.0,95.0,70.0,85.0,50.0,5.0,False
600,"['Plus', 'Minus', 'Clear Body']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,100,5120,70,520,30,Gear Pokémon,115,1059860,0.6,60,Gigigiaruギギギアル,Klinklang,,601,70,85,90,steel,,81.0,5,0,601.0,Klinklang,Steel,,520.0,60.0,100.0,115.0,70.0,85.0,90.0,5.0,False
601,['Levitate'],1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,55,5120,70,275,190,EleFish Pokémon,40,1250000,0.2,35,Shibishirasuシビシラス,Tynamo,50.0,602,45,40,60,electric,,0.3,5,0,602.0,Tynamo,Electric,,275.0,35.0,55.0,40.0,45.0,40.0,60.0,5.0,False
602,['Levitate'],1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,5120,70,405,60,EleFish Pokémon,70,1250000,1.2,65,Shibibeelシビビール,Eelektrik,50.0,603,75,70,40,electric,,22.0,5,0,603.0,Eelektrik,Electric,,405.0,65.0,85.0,70.0,75.0,70.0,40.0,5.0,False
603,['Levitate'],1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,115,5120,70,515,30,EleFish Pokémon,80,1250000,2.1,85,Shibirudonシビルドン,Eelektross,50.0,604,105,80,50,electric,,80.5,5,0,604.0,Eelektross,Electric,,515.0,85.0,115.0,80.0,105.0,80.0,50.0,5.0,False
604,"['Telepathy', 'Synchronize', 'Analytic']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55,5120,70,335,255,Cerebral Pokémon,55,1000000,0.5,55,Ligrayリグレー,Elgyem,50.0,605,85,55,30,psychic,,9.0,5,0,605.0,Elgyem,Psychic,,335.0,55.0,55.0,55.0,85.0,55.0,30.0,5.0,False
605,"['Telepathy', 'Synchronize', 'Analytic']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,75,5120,70,485,90,Cerebral Pokémon,75,1000000,1.0,75,Ohbemオーベム,Beheeyem,50.0,606,125,95,40,psychic,,34.5,5,0,606.0,Beheeyem,Psychic,,485.0,75.0,75.0,75.0,125.0,95.0,40.0,5.0,False
606,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,30,5120,70,275,190,Candle Pokémon,55,1059860,0.3,50,Hitomoshiヒトモシ,Litwick,50.0,607,65,55,20,ghost,fire,3.1,5,0,607.0,Litwick,Ghost,Fire,275.0,50.0,30.0,55.0,65.0,55.0,20.0,5.0,False
607,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,40,5120,70,370,90,Lamp Pokémon,60,1059860,0.6,60,Lamplerランプラー,Lampent,50.0,608,95,60,55,ghost,fire,13.0,5,0,608.0,Lampent,Ghost,Fire,370.0,60.0,40.0,60.0,95.0,60.0,55.0,5.0,False
608,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,55,5120,70,520,45,Luring Pokémon,90,1059860,1.0,60,Chandelaシャンデラ,Chandelure,50.0,609,145,90,80,ghost,fire,34.3,5,0,609.0,Chandelure,Ghost,Fire,520.0,60.0,55.0,90.0,145.0,90.0,80.0,5.0,False
609,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,87,10240,35,320,75,Tusk Pokémon,60,1250000,0.6,46,Kibagoキバゴ,Axew,50.0,610,30,40,57,dragon,,18.0,5,0,610.0,Axew,Dragon,,320.0,46.0,87.0,60.0,30.0,40.0,57.0,5.0,False
610,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,117,10240,35,410,60,Axe Jaw Pokémon,70,1250000,1.0,66,Onondoオノンド,Fraxure,50.0,611,40,50,67,dragon,,36.0,5,0,611.0,Fraxure,Dragon,,410.0,66.0,117.0,70.0,40.0,50.0,67.0,5.0,False
611,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,147,10240,35,540,45,Axe Jaw Pokémon,90,1250000,1.8,76,Ononokusオノノクス,Haxorus,50.0,612,60,70,97,dragon,,105.5,5,0,612.0,Haxorus,Dragon,,540.0,76.0,147.0,90.0,60.0,70.0,97.0,5.0,False
612,"['Snow Cloak', 'Slush Rush', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,70,5120,70,305,120,Chill Pokémon,40,1000000,0.5,55,Kumasyunクマシュン,Cubchoo,50.0,613,60,40,40,ice,,8.5,5,0,613.0,Cubchoo,Ice,,305.0,55.0,70.0,40.0,60.0,40.0,40.0,5.0,False
613,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,130,5120,70,505,60,Freezing Pokémon,80,1000000,2.6,95,Tunbearツンベアー,Beartic,50.0,614,70,80,50,ice,,260.0,5,0,614.0,Beartic,Ice,,485.0,95.0,110.0,80.0,70.0,80.0,50.0,5.0,False
614,['Levitate'],1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,6400,70,515,25,Crystallizing Pokémon,50,1000000,1.1,80,Freegeoフリージオ,Cryogonal,,615,95,135,105,ice,,148.0,5,0,615.0,Cryogonal,Ice,,485.0,70.0,50.0,30.0,95.0,135.0,105.0,5.0,False
615,"['Hydration', 'Shell Armor', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,40,3840,70,305,200,Snail Pokémon,85,1000000,0.4,50,Chobomakiチョボマキ,Shelmet,50.0,616,40,65,25,bug,,7.7,5,0,616.0,Shelmet,Bug,,305.0,50.0,40.0,85.0,40.0,65.0,25.0,5.0,False
616,"['Hydration', 'Sticky Hold', 'Unburden']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,70,3840,70,495,75,Shell Out Pokémon,40,1000000,0.8,80,Agilderアギルダー,Accelgor,50.0,617,100,60,145,bug,,25.3,5,0,617.0,Accelgor,Bug,,495.0,80.0,70.0,40.0,100.0,60.0,145.0,5.0,False
617,"['Static', 'Limber', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,66,5120,70,471,75,Trap Pokémon,84,1000000,0.7,109,Maggyoマッギョ,Stunfisk,50.0,618,81,99,32,ground,electric,11.0,5,0,618.0,Stunfisk,Ground,Electric,471.0,109.0,66.0,84.0,81.0,99.0,32.0,5.0,False
618,"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,85,6400,70,350,180,Martial Arts Pokémon,50,1059860,0.9,45,Kojofuコジョフー,Mienfoo,50.0,619,55,50,65,fighting,,20.0,5,0,619.0,Mienfoo,Fighting,,350.0,45.0,85.0,50.0,55.0,50.0,65.0,5.0,False
619,"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125,6400,70,510,45,Martial Arts Pokémon,60,1059860,1.4,65,Kojondoコジョンド,Mienshao,50.0,620,95,60,105,fighting,,35.5,5,0,620.0,Mienshao,Fighting,,510.0,65.0,125.0,60.0,95.0,60.0,105.0,5.0,False
620,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,120,7680,70,485,45,Cave Pokémon,90,1000000,1.6,77,Crimganクリムガン,Druddigon,50.0,621,60,90,48,dragon,,139.0,5,0,621.0,Druddigon,Dragon,,485.0,77.0,120.0,90.0,60.0,90.0,48.0,5.0,False
621,"['Iron Fist', 'Klutz', 'No Guard']",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,74,6400,70,303,190,Automaton Pokémon,50,1000000,1.0,59,Gobitゴビット,Golett,,622,35,50,35,ground,ghost,92.0,5,0,622.0,Golett,Ground,Ghost,303.0,59.0,74.0,50.0,35.0,50.0,35.0,5.0,False
622,"['Iron Fist', 'Klutz', 'No Guard']",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,124,6400,70,483,90,Automaton Pokémon,80,1000000,2.8,89,Goloogゴルーグ,Golurk,,623,55,80,55,ground,ghost,330.0,5,0,623.0,Golurk,Ground,Ghost,483.0,89.0,124.0,80.0,55.0,80.0,55.0,5.0,False
623,"['Defiant', 'Inner Focus', 'Pressure']",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,85,5120,35,340,120,Sharp Blade Pokémon,70,1000000,0.5,45,Komatanaコマタナ,Pawniard,50.0,624,40,40,60,dark,steel,10.2,5,0,624.0,Pawniard,Dark,Steel,340.0,45.0,85.0,70.0,40.0,40.0,60.0,5.0,False
624,"['Defiant', 'Inner Focus', 'Pressure']",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,125,5120,35,490,45,Sword Blade Pokémon,100,1000000,1.6,65,Kirikizanキリキザン,Bisharp,50.0,625,60,70,70,dark,steel,70.0,5,0,625.0,Bisharp,Dark,Steel,490.0,65.0,125.0,100.0,60.0,70.0,70.0,5.0,False
625,"['Reckless', 'Sap Sipper', 'Soundproof']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,5120,70,490,45,Bash Buffalo Pokémon,95,1000000,1.6,95,Buffronバッフロン,Bouffalant,50.0,626,40,95,55,normal,,94.6,5,0,626.0,Bouffalant,Normal,,490.0,95.0,110.0,95.0,40.0,95.0,55.0,5.0,False
626,"['Keen Eye', 'Sheer Force', 'Hustle']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,83,5120,70,350,190,Eaglet Pokémon,50,1250000,0.5,70,Washibonワシボン,Rufflet,100.0,627,37,50,60,normal,flying,10.5,5,0,627.0,Rufflet,Normal,Flying,350.0,70.0,83.0,50.0,37.0,50.0,60.0,5.0,False
627,"['Keen Eye', 'Sheer Force', 'Defiant']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,123,5120,70,510,60,Valiant Pokémon,75,1250000,1.5,100,Warrgleウォーグル,Braviary,100.0,628,57,75,80,normal,flying,41.0,5,0,628.0,Braviary,Normal,Flying,510.0,100.0,123.0,75.0,57.0,75.0,80.0,5.0,False
628,"['Big Pecks', 'Overcoat', 'Weak Armor']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,55,5120,35,370,190,Diapered Pokémon,75,1250000,0.5,70,Valchaiバルチャイ,Vullaby,0.0,629,45,65,60,dark,flying,9.0,5,0,629.0,Vullaby,Dark,Flying,370.0,70.0,55.0,75.0,45.0,65.0,60.0,5.0,False
629,"['Big Pecks', 'Overcoat', 'Weak Armor']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,65,5120,35,510,60,Bone Vulture Pokémon,105,1250000,1.2,110,Vulginaバルジーナ,Mandibuzz,0.0,630,55,95,80,dark,flying,39.5,5,0,630.0,Mandibuzz,Dark,Flying,510.0,110.0,65.0,105.0,55.0,95.0,80.0,5.0,False
630,"['Gluttony', 'Flash Fire', 'White Smoke']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,97,5120,70,484,90,Anteater Pokémon,66,1000000,1.4,85,Kuitaranクイタラン,Heatmor,50.0,631,105,66,65,fire,,58.0,5,0,631.0,Heatmor,Fire,,484.0,85.0,97.0,66.0,105.0,66.0,65.0,5.0,False
631,"['Swarm', 'Hustle', 'Truant']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,109,5120,70,484,90,Iron Ant Pokémon,112,1000000,0.3,58,Aiantアイアント,Durant,50.0,632,48,48,109,bug,steel,33.0,5,0,632.0,Durant,Bug,Steel,484.0,58.0,109.0,112.0,48.0,48.0,109.0,5.0,False
632,['Hustle'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,65,10240,35,300,45,Irate Pokémon,50,1250000,0.8,52,Monozuモノズ,Deino,50.0,633,45,50,38,dark,dragon,17.3,5,0,633.0,Deino,Dark,Dragon,300.0,52.0,65.0,50.0,45.0,50.0,38.0,5.0,False
633,['Hustle'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,85,10240,35,420,45,Hostile Pokémon,70,1250000,1.4,72,Diheadジヘッド,Zweilous,50.0,634,65,70,58,dark,dragon,50.0,5,0,634.0,Zweilous,Dark,Dragon,420.0,72.0,85.0,70.0,65.0,70.0,58.0,5.0,False
634,['Levitate'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,105,10240,35,600,45,Brutal Pokémon,90,1250000,1.8,92,Sazandoraサザンドラ,Hydreigon,50.0,635,125,90,98,dark,dragon,160.0,5,0,635.0,Hydreigon,Dark,Dragon,600.0,92.0,105.0,90.0,125.0,90.0,98.0,5.0,False
